PhraseId	Phrase	Sentiment
178231	Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it	2
178232	Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and	2
178233	Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting ,	2
178234	Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting	2
178235	Not a cozy or ingratiating work	2
178236	a cozy or ingratiating work	2
178237	cozy or ingratiating work	2
178238	cozy or ingratiating	2
178239	cozy or	2
178240	ingratiating	2
178241	, but it 's challenging , sometimes clever , and always interesting	2
178242	but it 's challenging , sometimes clever , and always interesting	2
178243	it 's challenging , sometimes clever , and always interesting	2
178244	's challenging , sometimes clever , and always interesting	2
178245	challenging , sometimes clever , and always interesting	2
178246	challenging , sometimes clever , and	2
178247	challenging , sometimes clever ,	2
178248	challenging , sometimes clever	2
178249	sometimes clever	2
178250	always interesting	2
178251	those are reasons enough to see it	2
178252	are reasons enough to see it	2
178253	reasons enough to see it	2
178254	reasons enough	2
178255	reasons	2
178256	With a story inspired by the tumultuous surroundings of Los Angeles , where feelings of marginalization loom for every dreamer with a burst bubble , The Dogwalker has a few characters and ideas , but it never manages to put them on the same path .	3
178257	With a story inspired by the tumultuous surroundings of Los Angeles	2
178258	a story inspired by the tumultuous surroundings of Los Angeles	2
178259	inspired by the tumultuous surroundings of Los Angeles	2
178260	by the tumultuous surroundings of Los Angeles	3
178261	the tumultuous surroundings of Los Angeles	3
178262	the tumultuous surroundings	2
178263	tumultuous surroundings	2
178264	tumultuous	2
178265	surroundings	2
178266	of Los Angeles	2
178267	Los Angeles	2
178268	Los	2
178269	Angeles	2
178270	, where feelings of marginalization loom for every dreamer with a burst bubble , The Dogwalker has a few characters and ideas , but it never manages to put them on the same path .	3
178271	where feelings of marginalization loom for every dreamer with a burst bubble , The Dogwalker has a few characters and ideas , but it never manages to put them on the same path .	3
178272	where feelings of marginalization loom for every dreamer with a burst bubble , The Dogwalker has a few characters and ideas , but it never manages to put them on the same path	3
178273	where feelings of marginalization loom for every dreamer with a burst bubble , The Dogwalker has a few characters and ideas , but	3
178274	where feelings of marginalization loom for every dreamer with a burst bubble , The Dogwalker has a few characters and ideas ,	3
178275	where feelings of marginalization loom for every dreamer with a burst bubble , The Dogwalker has a few characters and ideas	3
178276	where feelings of marginalization loom for every dreamer with a burst bubble	3
178277	feelings of marginalization loom for every dreamer with a burst bubble	3
178278	feelings of marginalization	2
178279	feelings	2
178280	of marginalization	2
178281	marginalization	2
178282	loom for every dreamer with a burst bubble	3
178283	loom	2
178284	for every dreamer with a burst bubble	3
178285	every dreamer with a burst bubble	3
178286	every dreamer	3
178287	dreamer	2
178288	with a burst bubble	2
178289	a burst bubble	2
178290	burst bubble	2
178291	burst	2
178292	bubble	2
178293	, The Dogwalker has a few characters and ideas	2
178294	The Dogwalker has a few characters and ideas	2
178295	The Dogwalker	2
178296	Dogwalker	2
178297	has a few characters and ideas	2
178298	a few characters and ideas	2
178299	few characters and ideas	2
178300	characters and ideas	2
178301	it never manages to put them on the same path	3
178302	never manages to put them on the same path	3
178303	manages to put them on the same path	3
178304	to put them on the same path	1
178305	put them on the same path	1
178306	put them	3
178307	on the same path	2
178308	the same path	2
178309	same path	2
178310	path	2
178311	The film benefits greatly from a less manic tone than its predecessor , as Cho appears to have settled comfortably into her skin .	1
178312	benefits greatly from a less manic tone than its predecessor , as Cho appears to have settled comfortably into her skin .	1
178313	benefits greatly from a less manic tone than its predecessor , as Cho appears to have settled comfortably into her skin	1
178314	benefits greatly from a less manic tone than its predecessor ,	1
178315	benefits greatly from a less manic tone than its predecessor	1
178316	benefits greatly	2
178317	benefits	2
178318	greatly	2
178319	from a less manic tone than its predecessor	1
178320	a less manic tone than its predecessor	1
178321	a less manic tone	1
178322	less manic tone	1
178323	less manic	1
178324	manic	2
178325	than its predecessor	2
178326	as Cho appears to have settled comfortably into her skin	2
178327	Cho appears to have settled comfortably into her skin	2
178328	Cho	2
178329	appears to have settled comfortably into her skin	2
178330	appears	2
178331	to have settled comfortably into her skin	2
178332	have settled comfortably into her skin	2
178333	settled comfortably into her skin	2
178334	settled comfortably	2
178335	settled	2
178336	into her skin	2
178337	her skin	2
178338	And the lesson , in the end , is nothing new .	1
178339	the lesson , in the end , is nothing new .	1
178340	the lesson , in the end ,	2
178341	the lesson , in the end	2
178342	the lesson ,	1
178343	the lesson	1
178344	is nothing new .	1
178345	is nothing new	1
178346	nothing new	1
178347	The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .	2
178348	The rest of the plot	2
178349	of the plot	2
178350	is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .	2
178351	is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates	2
178352	impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates	2
178353	to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates	2
178354	explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates	2
178355	explain	2
178356	without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates	2
178357	blowing whatever tension there is , although it 's more comedy than suspense De Palma creates	2
178358	blowing	2
178359	whatever tension there is , although it 's more comedy than suspense De Palma creates	2
178360	tension there is , although it 's more comedy than suspense De Palma creates	2
178361	there is , although it 's more comedy than suspense De Palma creates	2
178362	is , although it 's more comedy than suspense De Palma creates	2
178363	is , although it 's more comedy	2
178364	although it 's more comedy	2
178365	it 's more comedy	2
178366	's more comedy	2
178367	more comedy	2
178368	than suspense De Palma creates	2
178369	suspense De Palma creates	2
178370	suspense De Palma	2
178371	De Palma	2
178372	Seldahl 's Barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .	0
178373	Seldahl 's Barbara	2
178374	Seldahl 's	2
178375	Seldahl	2
178376	Barbara	2
178377	is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .	0
178378	is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness	0
178379	a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness	0
178380	a precise and moving portrait of someone	1
178381	a precise and moving portrait	0
178382	precise and moving portrait	0
178383	precise and moving	0
178384	precise and	1
178385	precise	1
178386	of someone	2
178387	whose world is turned upside down , first by passion and then by illness	0
